home_size,num_residents,num_appliances,insulation_rating,avg_temp,energy_consumption
1660,2,8,1,2.744112445744115,4027.967124503647
4572,5,6,1,27.126541642021074,5305.413213784094
3892,1,24,6,-6.168209676237559,4826.233350455141
1266,1,20,5,33.631790127341766,2362.534644727619
4244,1,22,8,31.40584145031714,3928.1277993378985
3971,1,12,2,0.8030058122383199,4682.059611724731
3719,1,7,4,30.46621991426312,3535.5409535457443
930,5,13,8,29.317886653074076,1977.236969097433
2485,3,24,6,21.61082988769745,4047.69215928512
1569,2,10,1,8.676008844984377,3930.077924877311
3191,1,14,4,3.574937709093394,4099.831506324421
3233,3,25,1,1.5891795144675012,4949.234251648604
1984,3,14,2,5.930448138180358,3882.822797277632
4185,2,17,5,35.17792217162652,4250.208243412794
4917,5,21,8,-6.117961200560936,5214.892302325194
3704,4,13,8,31.44356381264793,2822.162143423183
1274,4,21,3,7.44450375209118,3396.13353321751
1882,3,28,4,16.07996980056791,4178.053349035878
3358,2,13,10,29.724281682424532,2217.397216036776
2847,4,13,6,34.21882735114856,2900.8845147257553
3547,3,5,10,7.2390710036323505,2980.500898562149
1775,5,6,3,13.092174063755515,3786.328152849592
2606,4,20,2,10.725803240839614,4463.273327072318
989,3,5,6,-9.337448324804473,2617.8208742124375
3534,3,14,5,4.797144442932829,4248.783111346035
3805,1,22,10,12.959461686628092,3394.049534858483
2699,5,12,5,10.55468044402199,3850.58593396645
2067,1,25,10,26.096461375783974,2688.520450836367
2328,2,15,5,9.240180861055162,3327.019078760018
4002,1,27,10,14.468822448533512,3304.04029067451
4356,1,6,5,11.480429606618166,4455.394387948765
4690,4,12,3,27.03130744471853,5131.200428452644
1446,3,26,7,33.148619949348124,2528.936239638218
3688,5,12,6,16.59445395037571,4052.8005236252716
3235,1,21,4,29.471609709759562,4281.278455180642
1400,5,19,2,4.839334100992529,4477.926501337961
3163,1,21,9,17.068480507863434,3328.7343828215166
2861,2,27,1,7.261497683498622,5184.201978852505
1041,1,28,4,10.710046278591516,4124.490251946757
2841,4,17,1,26.62069324063343,4604.34379692517
3624,3,23,6,34.08312411663564,3825.84973987108
3412,2,9,4,-3.9252304456117297,4495.827327565913
2163,1,16,5,21.731962824369024,3175.6783360980457
2278,5,5,5,19.107190378889925,3211.795510598288
3356,2,27,9,-4.079248041203406,4170.52972130143
1575,2,9,1,0.594716522005454,3974.638341689964
4814,1,12,2,5.550124736634013,4902.460629247558
834,2,17,6,-1.6534464591249272,2464.7370130314957
3952,5,12,5,2.186474126217089,5062.510334445734
2755,2,29,7,3.380039943085375,4234.7745696750435
2385,5,27,3,6.7836916519529815,5138.0803501835135
4743,1,15,3,27.469522640057953,4144.181781145553
3873,3,5,10,18.595610192530035,3034.59272876375
1821,2,17,2,39.312333597570074,3217.8076344418682
4261,3,23,3,10.73679134837355,5123.898722989815
3413,5,28,10,27.69325369184625,3633.622975873479
4643,2,7,1,33.57342106882669,4306.6375154607085
2300,4,28,5,23.948924651902097,4070.501997494276
961,3,21,5,10.593237020874799,3177.7337554781584
2781,2,9,7,27.679731537287644,3005.024140824412
1795,3,24,4,0.18335688863424338,4647.836212869156
4142,2,25,3,6.377608259006621,5837.902572672342
4598,1,12,1,17.33426275496444,4372.960251081876
2075,3,18,8,18.770469364307417,2581.540563760866
1816,4,8,3,-8.892926226368527,3203.392495380662
1137,4,15,2,37.255709437800434,2815.323128913482
1678,5,24,4,24.831363560869498,3647.5172655114607
1876,2,19,3,14.785187511594554,3915.4647343361917
4793,3,23,1,36.65636172041542,5357.39279524393
1179,5,11,3,11.954778262541424,3252.783413464578
1292,3,23,2,39.02177851351859,3570.093834689557
2862,2,23,8,15.614237862174257,2955.9223491941716
4684,4,15,6,-4.285711500101027,4726.136284112861
864,1,9,9,28.24004862296386,1066.132039795511
3368,4,9,8,23.944886253892022,2994.3816783327566
2827,5,26,10,28.649336065279336,3263.599475762077
3495,1,12,3,37.57210143628405,4146.252908194231
2295,5,14,5,28.824465132550905,3643.51154567331
1191,2,10,7,20.566830110832342,1853.3703904357726
4361,1,19,5,32.86544511804205,4094.7923798037186
3078,5,20,8,23.662321967726577,3466.9218195178314
3899,2,21,5,10.405952841296155,4437.135188217853
1000,4,12,1,34.280988212088666,3296.1349835045
3904,2,12,5,1.0950230392186437,3772.165673324355
3254,3,29,4,25.732063745436207,4926.573041493221
4445,2,13,6,34.07817274703785,4299.00178227385
1604,2,6,3,26.565825985164814,2689.7313180951587
3531,3,19,5,24.863770952692846,4031.4152534107943
3573,5,22,2,27.631914703591804,5080.974980090766
2370,5,7,6,13.252762415032219,3475.7605447874184
3490,2,21,6,33.7085341078513,3623.5412027978014
4640,3,8,5,0.1718237568045602,4896.74707469443
1828,3,8,6,-3.6306791999830352,3233.161985735633
1302,4,18,7,4.275439005925577,3773.974653082895
1670,5,13,5,16.578869838749657,3154.823998676318
1006,1,13,1,15.528089770466906,2749.638070274412
2284,5,29,8,31.029937883829334,3041.519506117759
1663,5,27,4,10.228432820200869,4280.5098148160305
3590,4,22,9,14.217221314575433,4119.020201914716
1363,1,14,10,-9.331615837030219,2072.3795746143874
4991,4,25,6,10.486961822146952,5266.481028594462
2557,1,8,1,22.388711647517106,3936.1785882491304
2478,2,16,3,-9.22458346867039,4133.92188910987
4042,1,12,3,4.044098259312188,4456.73721505531
1859,4,6,10,0.39781796446949613,1871.2256344275318
2522,5,26,4,-7.9007285545205885,5372.48299895518
4114,1,17,6,13.963004495726874,4590.241753624373
3957,1,25,7,-0.9138353385921754,4072.9522099239252
3425,3,20,10,27.154076981569006,3026.762810672153
3529,5,6,4,32.39639418816743,4138.749808756134
2397,2,15,6,17.27925913345739,3322.5233724175237
3860,4,14,1,39.08536712605708,4501.5208875791295
